rebrickable_fig_num,bricklink_minifig_id,match_score,trusted
fig-000001,tls005,85.5,yes
fig-000001,tls006,85.5,yes
fig-000909,col063,90.0,yes
fig-000177,col056,90.0,yes
fig-000001,tls007,85.5,yes
fig-000001,tls008,85.5,yes
fig-000001,tls009,85.5,yes
fig-000003,cty0230,85.5,yes
fig-000003,cty0231,85.5,yes
fig-002035,poc001,100.0,yes
fig-005795,poc002,85.9,yes
fig-002987,poc003,85.5,yes
fig-011206,poc004,100.0,yes
fig-005789,poc005,100.0,yes
fig-005809,poc006,100.0,yes
fig-005813,poc007,100.0,yes
fig-005791,poc008,95.0,yes
fig-005791,poc009,95.0,yes
fig-002035,poc010,95.0,yes
fig-001274,poc011,100.0,yes
fig-002035,poc012,95.0,yes
fig-005812,poc013,100.0,yes
fig-005797,poc014,100.0,yes
fig-005788,poc015,100.0,yes
fig-005817,poc016,100.0,yes
fig-005784,poc017,100.0,yes
fig-005798,poc018,100.0,yes
fig-005818,poc019,100.0,yes
fig-000110,poc020,90.0,yes
fig-005814,poc021,100.0,yes
fig-005811,poc022,100.0,yes
fig-005799,poc023,100.0,yes
fig-005815,poc025,100.0,yes
fig-005787,poc026,100.0,yes
fig-005800,poc027,100.0,yes
fig-000005,gen038,85.5,yes
fig-005819,poc028,100.0,yes
fig-000010,ac001,85.5,yes
fig-006986,ac002,100.0,yes
fig-006985,ac003,100.0,yes
fig-000018,ac004,90.0,yes
fig-000010,ac005,85.5,yes
fig-000004,oct056,85.5,yes
fig-000005,cas485,85.5,yes
fig-000007,cas486,85.5,yes
fig-002300,cas487,90.0,yes
fig-000007,sw0315,85.5,yes
fig-000003,cty0229,85.5,yes
fig-009608,cty0232,86.8,yes
fig-000048,cty0235,85.5,yes
fig-000912,cty0237,85.5,yes
fig-000005,cty0236,85.5,yes
fig-000004,cty0233,85.5,yes
fig-000003,cty0234,85.5,yes
fig-000005,cas488,85.5,yes
fig-000053,cas489,85.5,yes
fig-000053,cas490,85.5,yes
fig-000010,cas491,85.5,yes
fig-006524,cas492,90.0,yes
fig-000005,cas493,85.5,yes
fig-000323,poc029,98.2,yes
fig-000018,ac006,90.0,yes
fig-000018,ac007,90.0,yes
fig-000005,cas494,85.5,yes
fig-000005,cas495,85.5,yes
fig-000005,cas496,85.5,yes
fig-016553,cas497,90.0,yes
fig-000004,twn137,85.5,yes
fig-000643,twn138,88.7,yes
fig-000003,twn139,85.5,yes
fig-010042,twn140,86.4,yes
fig-016076,hp125,90.0,yes
fig-000018,ac008,90.0,yes
fig-000018,ac009,90.0,yes
fig-000018,ac010,90.0,yes
fig-006997,ac011,100.0,yes
fig-003778,sw0316,90.0,yes
fig-000010,sw0317,85.5,yes
fig-000010,sw0318,85.5,yes
fig-003776,sw0319,90.0,yes
fig-000466,sw0320,92.3,yes
fig-003773,sw0321,100.0,yes
fig-016016,sw0322,90.0,yes
fig-002557,sw0324,64.3,no
fig-006992,ac012,100.0,yes
fig-000018,ac013,90.0,yes
fig-003259,cty0239,90.0,yes
fig-000010,sw0323,85.5,yes
fig-000004,31310pb05,85.5,yes
fig-000004,31310pb06,85.5,yes
fig-003767,sw0325,96.6,yes
fig-003769,sw0326,90.0,yes
fig-000005,sw0327,85.5,yes
fig-003768,sw0328,100.0,yes
fig-000004,sw0329,85.5,yes
fig-000004,sw0330,85.5,yes
fig-000003,sw0331,85.5,yes
fig-003763,sw0332,100.0,yes
fig-003764,sw0333,90.0,yes
fig-000005,sw0334,85.5,yes
fig-000010,sw0335,85.5,yes
fig-003761,sw0336,89.2,yes
fig-001786,sw0337,85.5,yes
fig-000001,tls012,85.5,yes
fig-000001,tls011,85.5,yes
fig-000001,tls010,85.5,yes
fig-000001,tls015,85.5,yes
fig-000001,tls014,85.5,yes
fig-000001,tls013,85.5,yes
fig-000007,sw0205a,85.5,yes
fig-000007,85863pb057,85.5,yes
fig-000961,85863pb058,90.0,yes
fig-015447,85863pb059,85.5,yes
fig-000007,85863pb060,85.5,yes
fig-000007,85863pb061,85.5,yes
fig-001592,85863pb062,85.5,yes
fig-001592,85863pb063,90.0,yes
fig-000007,85863pb064,85.5,yes
fig-002888,85863pb065,85.5,yes
fig-000204,85863pb066,90.0,yes
fig-000010,85863pb067,85.5,yes
fig-000838,85863pb069,85.5,yes
fig-000003,cty0240,85.5,yes
fig-000004,cty0241,85.5,yes
fig-000003,cty0242,85.5,yes
fig-001543,mba001,90.0,yes
fig-000010,hp126,85.5,yes
fig-000004,hp127,85.5,yes
fig-000004,hp128,85.5,yes
fig-000005,hp129,85.5,yes
fig-000010,hp130,85.5,yes
fig-006161,hp131,90.0,yes
fig-000004,hp132,85.5,yes
fig-001049,85863pb070,85.5,yes
fig-001319,85863pb068,90.0,yes
fig-000004,cty0244,85.5,yes
fig-000004,ovr041,85.5,yes
fig-000029,cty0243,85.5,yes
fig-000005,twn141,85.5,yes
fig-000004,oct064,85.5,yes
fig-000005,oct065,85.5,yes
fig-000004,pln168,85.5,yes
fig-003785,sw0338,88.0,yes
fig-003783,sw0339,88.0,yes
fig-000049,gen039,85.5,yes
fig-000005,cty0245,85.5,yes
fig-000018,ac014,90.0,yes
fig-000004,cty0246,85.5,yes
fig-000005,cty0247,85.5,yes
fig-000004,twn142,85.5,yes
fig-000004,cty0248,85.5,yes
fig-000004,boat012,85.5,yes
fig-000010,ac015,85.5,yes
fig-000010,ac016,85.5,yes
fig-000007,sw0341,85.5,yes
fig-000004,cty0249,85.5,yes
fig-001337,cty0250,90.0,yes
fig-000007,bob025,85.5,yes
fig-002941,bob026,90.0,yes
fig-010267,bob027,95.0,yes
fig-000144,sw0342,85.5,yes
fig-000005,sw0343,85.5,yes
fig-003698,sw0344,90.0,yes
fig-004266,sw0345,90.0,yes
fig-001957,sw0346,85.5,yes
fig-000059,sh0001,85.5,yes
fig-000898,sw0340,90.0,yes
fig-000005,sw0347,85.5,yes
fig-000007,sw0348,85.5,yes
fig-000004,sw0349,85.5,yes
fig-000010,sh0002,85.5,yes
fig-000010,bob028,85.5,yes
fig-003279,bob029,100.0,yes
fig-000072,bob030,85.5,yes
fig-003281,bob031,91.0,yes
fig-000005,cas498,85.5,yes
fig-000003,njo0026,85.5,yes
fig-000010,sw0208a,85.5,yes
fig-002577,njo0027,90.0,yes
fig-000004,cty0251,85.5,yes
fig-000003,cty0116b,85.5,yes
fig-000003,cty0117b,85.5,yes
fig-000004,trn230,85.5,yes
fig-000004,trn231,85.5,yes
fig-000004,trn232,85.5,yes
fig-002577,njo0028,90.0,yes
fig-002724,njo0029,90.0,yes
fig-000005,njo0030,85.5,yes
fig-001322,cty0252,100.0,yes
fig-000004,cty0253,85.5,yes
fig-000004,cty0254,85.5,yes
fig-000003,cty0255,85.5,yes
fig-000003,cty0256,85.5,yes
fig-000004,cas119a,85.5,yes
fig-000010,sw0350,85.5,yes
fig-003946,sw0351,76.6,no
fig-003947,sw0352,100.0,yes
fig-000004,sw0355,85.5,yes
fig-000235,sw0354,91.2,yes
fig-000003,4555pb117a,85.5,yes
fig-000003,4555pb162a,85.5,yes
fig-000003,47394pb142,85.5,yes
fig-000038,sw0356,85.5,yes
fig-001208,sw0358,90.0,yes
fig-011923,sw0357,90.0,yes
fig-000306,85863pb071,85.5,yes
fig-000023,85863pb072,85.5,yes
fig-000004,pln169,85.5,yes
fig-000003,soc012s01,85.5,yes
fig-000004,soc031s01,85.5,yes
fig-000004,pln102s,85.5,yes
fig-000049,gen040,85.5,yes
fig-001274,poc024,95.0,yes
fig-000001,tls024,85.5,yes
fig-000001,tls022,85.5,yes
fig-001071,tls023,90.0,yes
fig-008320,twn143,90.0,yes
fig-008322,twn144,90.0,yes
fig-000001,tls019,85.5,yes
fig-000001,tls020,85.5,yes
fig-000001,tls021,85.5,yes
fig-000003,twn145,85.5,yes
fig-000003,twn146,85.5,yes
fig-000004,twn147,85.5,yes
fig-000004,twn148,85.5,yes
fig-007380,twn149,95.9,yes
fig-000004,twn150,85.5,yes
fig-000004,twn151,85.5,yes
fig-005785,poc031,100.0,yes
fig-005783,poc032,100.0,yes
fig-005786,poc033,100.0,yes
fig-001327,cty0257,90.0,yes
fig-000010,hol011,85.5,yes
fig-000001,tls025,85.5,yes
fig-000001,tls026,85.5,yes
fig-000001,tls027,85.5,yes
fig-000003,pln170,85.5,yes
fig-000007,sh0003,85.5,yes
fig-000860,hol012,92.7,yes
fig-000004,twn121a,85.5,yes
fig-000007,51798,85.5,yes
fig-000007,51800,85.5,yes
fig-000005,51799s,85.5,yes
fig-000005,51801s,85.5,yes
fig-009254,51797,90.0,yes
fig-000007,51796,85.5,yes
fig-001327,aqu015a,90.0,yes
fig-001327,aqu016a,90.0,yes
fig-000004,twn152,85.5,yes
fig-002036,poc034,95.0,yes
fig-000003,47394pb143,85.5,yes
fig-001014,sp123,90.0,yes
fig-001014,sp124,90.0,yes
fig-000004,cty0258,85.5,yes
fig-000008,sh0004,100.0,yes
fig-001050,sh0005,90.0,yes
fig-000004,sh0006,85.5,yes
fig-004557,sh0007,95.5,yes
fig-002216,sh0008,88.3,yes
fig-000033,sh0009,85.5,yes
fig-004562,sh0010,90.6,yes
fig-000004,sh0011,85.5,yes
fig-004561,sh0012,90.0,yes
fig-013379,sh0013,90.0,yes
fig-011407,sh0014,90.0,yes
fig-000007,sh0015,85.5,yes
fig-000004,sh0016,85.5,yes
fig-000005,72057,85.5,yes
fig-000038,72058,85.5,yes
fig-000053,dino001,85.5,yes
fig-000010,sh0018,85.5,yes
fig-006714,cty0260,90.2,yes
fig-000898,dino002,90.0,yes
fig-000007,dino003,85.5,yes
fig-002986,njo0031,90.0,yes
fig-009552,cty0261,91.0,yes
fig-000004,cty0262,85.5,yes
fig-000880,njo0032,88.0,yes
fig-000452,njo0033,100.0,yes
fig-000149,njo0034,90.0,yes
fig-001366,njo0035,100.0,yes
fig-000004,cty0263,85.5,yes
fig-006714,cty0264,90.2,yes
fig-000004,cty0266,85.5,yes
fig-000004,cty0265,85.5,yes
fig-000005,cty0267,85.5,yes
fig-001357,mba002,90.0,yes
fig-009555,cty0268,90.8,yes
fig-000004,cty0269,85.5,yes
fig-008177,cty0270,88.2,yes
fig-000010,cty0271,85.5,yes
fig-000027,cty0272,85.5,yes
fig-001369,njo0036,100.0,yes
fig-012094,njo0037,90.0,yes
fig-000712,njo0038,100.0,yes
fig-003456,dino004,89.7,yes
fig-002470,njo0039,90.9,yes
fig-002573,njo0040,100.0,yes
fig-001208,hol013,90.0,yes
fig-003454,dino005,87.1,yes
fig-000004,pln102s01,85.5,yes
fig-000004,soc019s01,85.5,yes
fig-000004,soc025s01,85.5,yes
fig-000004,soc041s01,85.5,yes
fig-000003,4555pb086,85.5,yes
fig-007776,cty0273,85.8,yes
fig-000004,cty0274,85.5,yes
fig-000003,dino006,85.5,yes
fig-003451,dino007,88.0,yes
fig-007778,cty0276,90.1,yes
fig-000005,cty0277,85.5,yes
fig-000109,njo0041,85.5,yes
fig-000241,rac047,90.0,yes
fig-000628,rac048,90.0,yes
fig-000005,rac049,85.5,yes
fig-003055,rac050,90.0,yes
fig-000005,cty0236a,85.5,yes
fig-000004,cty0233a,85.5,yes
fig-000010,sh0019,85.5,yes
fig-001050,sh0020,90.0,yes
fig-002290,sh0021,90.0,yes
fig-002290,sh0022,90.0,yes
fig-004556,sh0023,100.0,yes
fig-000004,pln171,85.5,yes
fig-007781,cty0220a,90.2,yes
fig-000003,cty0280,85.5,yes
fig-000003,cty0278,85.5,yes
fig-000005,cty0279,85.5,yes
fig-000007,cas410a,85.5,yes
fig-006527,bob032,90.0,yes
fig-002941,bob033,90.0,yes
fig-003291,bob034,100.0,yes
fig-000004,oct066,85.5,yes
fig-000004,oct067,85.5,yes
fig-000001,tls016,85.5,yes
fig-000001,tls017,85.5,yes
fig-000001,tls018,85.5,yes
fig-001805,sh0024,90.0,yes
fig-000005,sh0025,85.5,yes
fig-000010,cty0145a,85.5,yes
fig-000004,twn123a,85.5,yes
fig-004564,sh0026,94.5,yes
fig-002574,njo0042,90.0,yes
fig-000149,njo0043,85.5,yes
fig-000417,njo0044,85.5,yes
fig-000193,njo0045,100.0,yes
fig-000426,njo0046,85.5,yes
fig-000004,cty0281,85.5,yes
fig-000004,cty0275,85.5,yes
fig-000004,47394pb144,85.5,yes
fig-000004,47394pb145,85.5,yes
fig-000004,cty0283,85.5,yes
fig-007776,cty0284,85.8,yes
fig-000004,cty0282,85.5,yes
fig-000001,tls028,85.5,yes
fig-000001,tls029,85.5,yes
fig-000001,tls030,85.5,yes
fig-000061,frnd001,85.5,yes
fig-000003,frnd002,85.5,yes
fig-000004,twn090a,85.5,yes
fig-000003,twn056a,85.5,yes
fig-000007,frnd003,85.5,yes
fig-000003,frnd004,85.5,yes
fig-000007,frnd005,85.5,yes
fig-000007,frnd006,85.5,yes
fig-000004,47394pb146,85.5,yes
fig-000003,frnd007,85.5,yes
fig-000003,frnd008,85.5,yes
fig-000920,col081,90.0,yes
fig-000416,col082,90.0,yes
fig-000211,col083,85.5,yes
fig-000004,col084,85.5,yes
fig-000048,col085,85.5,yes
fig-008415,col086,90.0,yes
fig-000211,col087,85.5,yes
fig-000048,col088,85.5,yes
fig-001020,col089,90.0,yes
fig-001005,col090,90.0,yes
fig-000048,col091,85.5,yes
fig-000930,col092,90.0,yes
fig-000931,col093,90.0,yes
fig-000048,col094,85.5,yes
fig-000048,col095,85.5,yes
fig-000048,col096,85.5,yes
fig-000004,47205pb024,85.5,yes
fig-000003,cty0285,85.5,yes
fig-000005,frnd009,85.5,yes
fig-000005,frnd010,85.5,yes
fig-000010,frnd011,85.5,yes
fig-000003,frnd012,85.5,yes
fig-000643,twn153,88.7,yes
fig-016553,cas499,90.0,yes
fig-010069,cas500,90.0,yes
fig-016553,cas501,90.0,yes
fig-016553,cas502,90.0,yes
fig-000053,cas503,85.5,yes
fig-001052,cas504,90.0,yes
fig-000010,cas505,85.5,yes
fig-006546,cas506,90.0,yes
fig-000007,frnd013,85.5,yes
fig-000005,frnd014,85.5,yes
fig-000007,frnd015,85.5,yes
fig-000005,frnd016,85.5,yes
fig-000149,njo0047,88.0,yes
fig-000083,njo0048,100.0,yes
fig-002570,njo0049,90.0,yes
fig-000005,cty0286,85.5,yes
fig-000005,cty0287,85.5,yes
fig-000003,twn154,85.5,yes
fig-000004,cty0288,85.5,yes
fig-000004,cty0289,85.5,yes
fig-000007,frnd017,85.5,yes
fig-000007,frnd018,85.5,yes
fig-000003,frnd019,85.5,yes
fig-000004,jred024s,85.5,yes
fig-002506,sw0359,100.0,yes
fig-001344,njo0050,90.0,yes
fig-000879,njo0051,90.0,yes
fig-009556,cty0290,88.6,yes
fig-000004,cty0291,85.5,yes
fig-000004,cty0292,85.5,yes
fig-000004,cty0293,85.5,yes
fig-000004,cty0294,85.5,yes
fig-000005,sw0360,85.5,yes
fig-000004,cty0295,85.5,yes
fig-000007,bob035,85.5,yes
fig-000007,bob036,85.5,yes
fig-003265,bob038,90.0,yes
fig-002941,bob037,90.0,yes
fig-005774,aqu006a,90.0,yes
fig-013694,sw0268a,90.0,yes
fig-004854,exf021,91.5,yes
fig-005279,cty0296,90.0,yes
fig-003635,sw0361,85.5,yes
fig-000380,sw0362,85.5,yes
fig-003891,sw0363,88.9,yes
fig-000005,sw0364,85.5,yes
fig-000003,sw0383,85.5,yes
fig-000053,sw0365,85.5,yes
fig-000004,sw0366,85.5,yes
fig-000004,sw0005b,85.5,yes
fig-000010,sw0367,85.5,yes
fig-000053,sw0368,85.5,yes
fig-000005,sw0369,85.5,yes
fig-003801,sw0370,100.0,yes
fig-000010,sw0371,85.5,yes
fig-000049,gen041,85.5,yes
fig-003894,sw0372,100.0,yes
fig-003893,sw0373,90.0,yes
fig-016444,sw0374,95.0,yes
fig-004163,sw0375,95.5,yes
fig-011127,sw0376,90.0,yes
fig-000004,sw0377,85.5,yes
fig-000007,sw0378,85.5,yes
fig-003898,sw0379,91.3,yes
fig-000007,sw0380,85.5,yes
fig-000020,sw0381,85.5,yes
fig-006477,sw0382,90.0,yes
fig-000004,cty0297,85.5,yes
fig-000004,cty0298,85.5,yes
fig-000004,cas020,85.5,yes
fig-000004,cty0299,85.5,yes
fig-000004,cty0300,85.5,yes
fig-000005,cty0301,85.5,yes
fig-000005,cty0302,85.5,yes
fig-000418,njo0052,85.5,yes
fig-000003,cty0303,85.5,yes
fig-002986,njo0053,100.0,yes
fig-001049,85863pb073,85.5,yes
fig-000030,85863pb074,85.5,yes
fig-000007,47394pb147,85.5,yes
fig-000004,alp017a,85.5,yes
fig-000003,47394pb148,85.5,yes
fig-000007,47394pb149,85.5,yes
fig-015881,47394pb150,90.0,yes
fig-002981,njo0054,100.0,yes
fig-000037,85863pb075,85.5,yes
fig-000898,85863pb076,90.0,yes
fig-000037,85863pb078,85.5,yes
fig-000037,85863pb079,85.5,yes
fig-000037,85863pb080,85.5,yes
fig-000898,85863pb081,90.0,yes
fig-000037,85863pb082,85.5,yes
fig-000037,85863pb083,85.5,yes
fig-000037,85863pb084,85.5,yes
fig-000037,85863pb077,85.5,yes
fig-000007,dino008,85.5,yes
fig-000005,cty0304,85.5,yes
fig-004633,twn155,90.0,yes
fig-000603,twn156,67.5,no
fig-008320,twn157,90.0,yes
fig-008322,twn158,90.0,yes
fig-000008,twn159,85.5,yes
fig-001351,twn160,90.0,yes
fig-000004,twn161,85.5,yes
fig-000004,twn162,85.5,yes
fig-000007,sh0027,85.5,yes
fig-013187,sh0028,100.0,yes
fig-000004,cty0305,85.5,yes
fig-000004,cty0306,85.5,yes
fig-000004,cty0307,85.5,yes
fig-000516,sw0386,85.5,yes
fig-002312,aqu029,90.0,yes
fig-000657,aqu001a,90.0,yes
fig-000005,scaFemY07,85.5,yes
fig-016456,aqu028,90.0,yes
fig-001325,col097,90.0,yes
fig-000572,col098,90.0,yes
fig-000936,col099,90.0,yes
fig-000048,col100,85.5,yes
fig-000211,col101,85.5,yes
fig-000048,col102,85.5,yes
fig-000211,col103,85.5,yes
fig-000939,col104,90.0,yes
fig-000940,col105,90.0,yes
fig-000935,col106,90.0,yes
fig-000048,col107,85.5,yes
fig-000211,col108,85.5,yes
fig-008770,col109,90.0,yes
fig-001489,col110,90.0,yes
fig-000171,col111,90.0,yes
fig-000942,col112,90.0,yes
fig-000001,tls031,85.5,yes
fig-000001,tls032,85.5,yes
fig-000001,tls033,85.5,yes
fig-000001,tls034,85.5,yes
fig-000001,tls035,85.5,yes
fig-000001,tls036,85.5,yes
fig-004587,sh0029,100.0,yes
fig-004586,sh0030,100.0,yes
fig-000010,sh0031,85.5,yes
fig-004582,sh0032,100.0,yes
fig-000010,sh0033,85.5,yes
fig-002207,sh0034,90.0,yes
fig-000004,sh0035,85.5,yes
fig-000003,sw0385,85.5,yes
fig-004583,sh0017,90.0,yes
fig-000366,85863pb085,90.0,yes
fig-000366,85863pb086,90.0,yes
fig-000366,85863pb087,90.0,yes
fig-000366,85863pb088,90.0,yes
fig-000007,sh0036,85.5,yes
fig-000601,sw0384,87.5,yes
fig-000004,twn163,85.5,yes
fig-001052,sw0387,90.0,yes
fig-000005,sw0388,85.5,yes
fig-000004,cty0232a,85.5,yes
fig-000003,cty0229a,85.5,yes
fig-000900,mof001,90.0,yes
fig-003303,mof002,100.0,yes
fig-000204,mof003,100.0,yes
fig-003301,mof004,100.0,yes
fig-003307,mof005,100.0,yes
fig-003299,mof006,100.0,yes
fig-003306,mof007,90.0,yes
fig-003316,mof008,100.0,yes
fig-003318,mof009,100.0,yes
fig-000004,cty0308,85.5,yes
fig-000004,pi141,85.5,yes
fig-000004,oct068,85.5,yes
fig-003298,mof010,100.0,yes
fig-003297,mof011,100.0,yes
fig-000178,mof012,100.0,yes
fig-002994,njo0055,100.0,yes
fig-002983,njo0056,100.0,yes
fig-001544,mba003,90.0,yes
fig-003884,sw0389,100.0,yes
fig-003882,sw0390,100.0,yes
fig-003883,sw0391,90.0,yes
fig-003880,sw0392,100.0,yes
fig-003881,sw0393,100.0,yes
fig-000005,lor001,85.5,yes
fig-015131,lor002,90.0,yes
fig-015131,lor003,90.0,yes
fig-015133,lor004,90.0,yes
fig-003420,lor005,90.0,yes
fig-001071,tls037,90.0,yes
fig-000001,tls038,85.5,yes
fig-000001,tls039,85.5,yes
fig-003344,tls040,90.0,yes
fig-000001,tls041,85.5,yes
fig-003344,tls042,90.0,yes
fig-001071,tls043,90.0,yes
fig-000001,tls044,85.5,yes
fig-000001,tls045,85.5,yes
fig-005276,lor006,87.5,yes
fig-005205,lor007,91.4,yes
fig-000010,lor008,85.5,yes
fig-005277,lor009,100.0,yes
fig-005278,lor010,90.0,yes
fig-005251,lor011,90.0,yes
fig-000007,lor012,85.5,yes
fig-005192,lor013,90.0,yes
fig-005249,lor014,90.0,yes
fig-005194,lor015,90.0,yes
fig-000010,sw0394,85.5,yes
fig-000004,lor016,85.5,yes
fig-005181,lor017,90.0,yes
fig-000038,lor018,85.5,yes
fig-005203,lor019,92.7,yes
fig-005201,lor020,100.0,yes
fig-005202,lor021,100.0,yes
fig-000033,lor022,85.5,yes
fig-005258,lor023,100.0,yes
fig-005187,lor024,90.0,yes
fig-005259,lor025,100.0,yes
fig-003306,mof013,100.0,yes
fig-000322,njo0057,100.0,yes
fig-000256,njo0058,90.0,yes
fig-003304,mof014,100.0,yes
fig-003305,mof015,100.0,yes
fig-005255,lor027,100.0,yes
fig-015131,lor028,90.0,yes
fig-000010,sw0395,85.5,yes
fig-000053,sw0396,85.5,yes
fig-004250,sw0397,90.0,yes
fig-004250,sw0398,90.0,yes
fig-000010,sh0037,85.5,yes
fig-000421,gen042,85.5,yes
fig-000876,njo0059,100.0,yes
fig-000010,njo0060,85.5,yes
fig-000005,cas507,85.5,yes
fig-000005,cas508,85.5,yes
fig-000007,cas509,85.5,yes
fig-001052,cas510,90.0,yes
fig-000038,cas511,85.5,yes
fig-000579,cas512,90.0,yes
fig-000005,cas513,85.5,yes
fig-016553,cas514,90.0,yes
fig-005758,sw0424,100.0,yes
fig-001953,sh0038,90.0,yes
fig-001147,sw0399,100.0,yes
fig-000010,sw0400,85.5,yes
fig-000007,sw0401,85.5,yes
fig-000004,sh0016a,85.5,yes
fig-000189,tgb001,85.5,yes
fig-000189,tgb002,85.5,yes
fig-000189,tgb003,85.5,yes
fig-000189,tgb004,85.5,yes
fig-000044,tgb005,85.5,yes
fig-000189,tgb006,85.5,yes
fig-001324,tgb007,90.0,yes
fig-000189,tgb008,85.5,yes
fig-000189,tgb009,85.5,yes
fig-000282,njo0061,100.0,yes
fig-000036,mof016,100.0,yes
fig-005166,mof017,90.0,yes
fig-000001,tls061,85.5,yes
fig-000001,tls062,85.5,yes
fig-000001,tls063,85.5,yes
fig-000004,cty0309,85.5,yes
fig-000004,cty0310,85.5,yes
fig-000004,cty0311,85.5,yes
fig-000007,sw0402,85.5,yes
fig-000003,sw0403,85.5,yes
fig-000010,sw0404,85.5,yes
fig-000010,sw0405,85.5,yes
fig-003930,sw0406,100.0,yes
fig-003934,sw0407,90.0,yes
fig-000004,sw0408,85.5,yes
fig-000001,tls046,85.5,yes
fig-000001,tls047,85.5,yes
fig-006546,tls048,90.0,yes
fig-000020,gen043,85.5,yes
fig-002763,njo0063,100.0,yes
fig-000877,njo0062,100.0,yes
fig-000040,njo0064,85.5,yes
fig-001095,njo0065,88.9,yes
fig-002982,njo0066,100.0,yes
fig-002984,njo0067,100.0,yes
fig-000004,cty0312,85.5,yes
fig-002066,sw0409,85.5,yes
fig-016016,sw0410,90.0,yes
fig-006546,tls049,90.0,yes
fig-000001,tls050,85.5,yes
fig-000001,tls051,85.5,yes
fig-000004,frnd020,85.5,yes
fig-000004,cty0313,85.5,yes
fig-000004,cty0314,85.5,yes
fig-000004,cty0315,85.5,yes
fig-000004,cty0316,85.5,yes
fig-000004,oct069,85.5,yes
fig-000004,sp004new2,85.5,yes
fig-000010,sh0039,85.5,yes
fig-000072,sw0412,85.5,yes
fig-000001,tls052,85.5,yes
fig-000001,tls053,85.5,yes
fig-000001,tls054,85.5,yes
fig-016076,hp133,90.0,yes
fig-000010,div001a,85.5,yes
fig-000898,twn164,90.0,yes
fig-005192,twn165,67.5,no
fig-003875,sw0413,100.0,yes
fig-000010,sw0414,85.5,yes
fig-000005,sw0415,85.5,yes
fig-000027,sw0411,85.5,yes
fig-000007,frnd021,85.5,yes
fig-000007,frnd022,85.5,yes
fig-000007,frnd023,85.5,yes
fig-000007,frnd024,85.5,yes
fig-000005,gen044,85.5,yes
fig-000007,sh0040,85.5,yes
fig-004593,sh0041,100.0,yes
fig-000005,sh0042,85.5,yes
fig-005620,sh0043,90.0,yes
fig-000788,sh0044,90.0,yes
fig-000974,sh0045,90.0,yes
fig-005889,lor029,90.0,yes
fig-000007,sh0046,85.5,yes
fig-000001,tls055,85.5,yes
fig-000001,tls056,85.5,yes
fig-000001,tls057,85.5,yes
fig-006546,tls058,90.0,yes
fig-000001,tls059,85.5,yes
fig-000001,tls060,85.5,yes
fig-003926,sw0416,100.0,yes
fig-000211,col113,85.5,yes
fig-000025,col114,90.0,yes
fig-001222,col115,90.0,yes
fig-000048,col116,85.5,yes
fig-000459,col117,90.0,yes
fig-000048,col118,85.5,yes
fig-001329,col119,90.0,yes
fig-000951,col120,90.0,yes
fig-000048,col121,85.5,yes
fig-000048,col122,85.5,yes
fig-000944,col123,90.0,yes
fig-000010,col124,85.5,yes
fig-001064,col125,90.0,yes
fig-000007,col126,85.5,yes
fig-001071,col127,90.0,yes
fig-008772,col128,90.0,yes
fig-003711,sw0417,85.5,yes
fig-003923,sw0418,86.2,yes
fig-002235,sw0419,85.5,yes
fig-000010,sw0420,85.5,yes
fig-003922,sw0421,90.0,yes
fig-001006,idea012,92.6,yes
fig-001208,sw0423,90.0,yes
fig-003690,sw0422,90.0,yes
fig-000005,cty0317,85.5,yes
fig-008179,cty0318,96.2,yes
fig-000004,cty0319,85.5,yes
fig-000003,frnd025,85.5,yes
fig-000003,frnd026,85.5,yes
fig-000875,njo0068,100.0,yes
fig-001240,rb001,85.5,yes
fig-001240,rb002,85.5,yes
fig-001240,rb003,85.5,yes
fig-000004,cty0320,85.5,yes
fig-001143,cty0321,85.9,yes
fig-000003,frnd028,85.5,yes
fig-003311,mof018,92.6,yes
fig-000881,njo0069,100.0,yes
fig-000005,cty0322,85.5,yes
fig-001475,85863pb089,85.5,yes
fig-015750,85863pb090,85.5,yes
fig-006477,85863pb091,90.0,yes
fig-001223,85863pb092,90.0,yes
fig-000142,sw0425,85.5,yes
fig-011127,sw0426,90.0,yes
fig-000056,sw0427,85.5,yes
fig-000184,85863pb093,85.5,yes
fig-000005,sw0430,85.5,yes
fig-010453,sw0429,95.6,yes
fig-001228,sw0431,94.1,yes
fig-003317,mof019,100.0,yes
fig-005166,mof020,90.0,yes
fig-000005,gen046,85.5,yes
fig-000004,sw0156a,85.5,yes
fig-014748,pm033,90.0,yes
fig-000091,sw0428,89.2,yes
fig-000003,4555pb245,85.5,yes
fig-000001,tls064,85.5,yes
fig-000001,tls065,85.5,yes
fig-000001,tls066,85.5,yes
fig-000003,cty0323,85.5,yes
fig-000004,oct056a,85.5,yes
fig-000004,cty0179a,85.5,yes
fig-000003,cty0324,85.5,yes
fig-000004,twn166,85.5,yes
fig-000001,tls067,85.5,yes
fig-000001,tls068,85.5,yes
fig-000001,tls069,85.5,yes
fig-000004,cty0325,85.5,yes
fig-000010,cty0326,85.5,yes
fig-000004,cty0327,85.5,yes
fig-000004,cty0328,85.5,yes
fig-007383,cty0329,91.2,yes
fig-008179,cty0330,87.2,yes
fig-000004,cty0331,85.5,yes
fig-000004,cty0332,85.5,yes
fig-000003,soc012s02,85.5,yes
fig-000007,frnd029,85.5,yes
