rebrickable_fig_num,bricklink_minifig_id,match_score,trusted
fig-011052,crs014,94.7,yes
fig-001316,crs015,100.0,yes
fig-012197,crs016,90.0,yes
fig-010449,crs017,100.0,yes
fig-014065,crs018,90.0,yes
fig-000010,dp051,85.5,yes
fig-015881,dp052,90.0,yes
fig-005435,sh0512,90.0,yes
fig-005436,sh0511,100.0,yes
fig-000005,sh0505,85.5,yes
fig-000007,sh0502,85.5,yes
fig-005438,sh0501,90.0,yes
fig-005431,sh0500,100.0,yes
fig-000004,cty0884,85.5,yes
fig-000005,cty0885,85.5,yes
fig-005035,sh0499,85.5,yes
fig-000004,cty0886,85.5,yes
fig-004158,sw0933,96.8,yes
fig-002878,njo0421,100.0,yes
fig-002880,njo0422,100.0,yes
fig-005428,sh0497,88.8,yes
fig-000004,dupfig042,85.5,yes
fig-000004,47205pb043a,85.5,yes
fig-000004,47394pb166a,85.5,yes
fig-000007,frnd244,85.5,yes
fig-000007,47394pb247,85.5,yes
fig-005069,47394pb243,90.0,yes
fig-005757,47394pb240,85.5,yes
fig-015881,47394pb241,90.0,yes
fig-000004,47205pb056,85.5,yes
fig-000003,47205pb057,85.5,yes
fig-000003,47205pb055,85.5,yes
fig-000004,47394pb245,85.5,yes
fig-005097,47394pb248,90.0,yes
fig-002798,crs060,73.3,no
fig-002626,crs048,85.5,yes
fig-000004,47394pb249,85.5,yes
fig-000004,47394pb246,85.5,yes
fig-000005,sw0113a,85.5,yes
fig-000004,pln187,85.5,yes
fig-001482,pln188,89.9,yes
fig-000003,pln189,85.5,yes
fig-002806,njo0423,88.9,yes
fig-000007,frnd245,85.5,yes
fig-001808,njo0424,89.2,yes
fig-000006,njo0425,85.5,yes
fig-000010,nex139,85.5,yes
fig-000007,nex140,85.5,yes
fig-001620,hol115,94.7,yes
fig-000004,sw0932,85.5,yes
fig-001160,47394pb242,85.5,yes
fig-000007,cty0887,85.5,yes
fig-000004,47205pb058,85.5,yes
fig-000003,47205pb059,85.5,yes
fig-000012,sc053,85.5,yes
fig-000007,frnd246,85.5,yes
fig-000007,sh0513,85.5,yes
fig-000010,sh0514,85.5,yes
fig-001050,sh0515,90.0,yes
fig-000007,frnd247,85.5,yes
fig-011591,frnd248,88.9,yes
fig-000007,njo0426,85.5,yes
fig-000005,rac036s1,85.5,yes
fig-000005,frnd249,85.5,yes
fig-000003,47205pb028a,85.5,yes
fig-001777,nex141,86.5,yes
fig-003107,nex142,100.0,yes
fig-003108,nex143,100.0,yes
fig-014335,nex144,90.0,yes
fig-002966,hol116,90.0,yes
fig-000004,47205pb030a,85.5,yes
fig-000004,frnd258,85.5,yes
fig-000004,cty0888,85.5,yes
fig-001793,njo0427,100.0,yes
fig-000007,njo0428,85.5,yes
fig-000003,frnd250,85.5,yes
fig-006660,idea038,100.0,yes
fig-006661,idea039,100.0,yes
fig-006659,idea040,100.0,yes
fig-000003,47205pb042a,85.5,yes
fig-000003,njo0429,85.5,yes
fig-000003,njo0430,85.5,yes
fig-000012,sc054,85.5,yes
fig-000012,sc055,85.5,yes
fig-000012,sc056,85.5,yes
fig-000003,frnd251,85.5,yes
fig-000004,frnd252,85.5,yes
fig-000005,dp053,85.5,yes
fig-000211,col312,85.5,yes
fig-001738,col313,90.0,yes
fig-001739,col314,90.0,yes
fig-000211,col315,85.5,yes
fig-001741,col316,90.0,yes
fig-001742,col317,90.0,yes
fig-001743,col318,90.0,yes
fig-000022,col320,85.5,yes
fig-000211,col321,85.5,yes
fig-001747,col322,90.0,yes
fig-000211,col323,85.5,yes
fig-000024,col324,85.5,yes
fig-001750,col325,90.0,yes
fig-001751,col326,90.0,yes
fig-001752,col327,90.0,yes
fig-000211,col328,85.5,yes
fig-000012,sc057,85.5,yes
fig-000010,sc058,85.5,yes
fig-000003,sc059,85.5,yes
fig-006719,tls097,100.0,yes
fig-007523,sc060,90.5,yes
fig-000003,sc061,85.5,yes
fig-000004,sc062,85.5,yes
fig-000932,sc063,90.0,yes
fig-016097,sc065,85.8,yes
fig-016097,sc066,85.8,yes
fig-016097,sc067,85.8,yes
fig-000003,4555pb267,85.5,yes
fig-003391,uagt018s,90.0,yes
fig-001744,col329,90.0,yes
fig-000007,jw018,85.5,yes
fig-000007,jw017,85.5,yes
fig-016176,jw019,90.0,yes
fig-001846,jw020,90.0,yes
fig-002553,jw021,90.0,yes
fig-002554,jw022,90.0,yes
fig-001846,jw023,100.0,yes
fig-000010,jw024,85.5,yes
fig-006015,jw025,100.0,yes
fig-006016,jw026,100.0,yes
fig-006013,jw027,100.0,yes
fig-016177,jw028,90.0,yes
fig-006008,jw029,90.0,yes
fig-006009,jw030,90.0,yes
fig-000004,cty0889,85.5,yes
fig-000005,sp127,85.5,yes
fig-000003,sp128,85.5,yes
fig-006005,jw031,90.0,yes
fig-000004,jw032,85.5,yes
fig-000010,jw033,85.5,yes
fig-000007,jw034,85.5,yes
fig-000007,jw035,85.5,yes
fig-000004,jw036,85.5,yes
fig-006027,incr002,100.0,yes
fig-006031,incr005,100.0,yes
fig-006028,incr004,100.0,yes
fig-006026,incr003,100.0,yes
fig-006030,incr001,90.0,yes
fig-000010,jw037,85.5,yes
fig-000007,jw038,85.5,yes
fig-000007,jw039,85.5,yes
fig-010477,sw0930,95.1,yes
fig-003596,dp054,90.4,yes
fig-000585,incr006,85.5,yes
fig-006034,incr007,100.0,yes
fig-006032,incr008,100.0,yes
fig-006029,incr009,100.0,yes
fig-000004,sw0931,85.5,yes
fig-000007,crs019,85.5,yes
fig-001809,njo0431,100.0,yes
fig-000007,jw040,85.5,yes
fig-000962,jw041,100.0,yes
fig-000005,cty0890,85.5,yes
fig-001850,nex145,100.0,yes
fig-000775,twn318,85.5,yes
fig-003387,twn319,85.5,yes
fig-003279,twn320,85.5,yes
fig-005278,twn321,80.0,no
fig-000003,twn322,85.5,yes
fig-000020,twn323,85.5,yes
fig-003492,twn324,85.5,yes
fig-000004,twn325,85.5,yes
fig-003492,twn326,85.5,yes
fig-000956,twn327,77.1,no
fig-008421,twn328,90.0,yes
fig-012447,gen098,100.0,yes
fig-001800,sw0935,100.0,yes
fig-011923,sw0934,90.0,yes
fig-000010,crs020,85.5,yes
fig-014065,crs021,90.0,yes
fig-011458,crs022,95.0,yes
fig-011643,crs023,90.0,yes
fig-009878,crs024,90.0,yes
fig-000004,chef025,85.5,yes
fig-000004,47394pb250,85.5,yes
fig-000003,cty0891,85.5,yes
fig-000053,crs030,85.5,yes
fig-012094,njo0432,90.0,yes
fig-014065,crs049,90.0,yes
fig-001316,crs054,90.0,yes
fig-014748,crs053,90.0,yes
fig-014062,crs052,95.0,yes
fig-001052,crs050,90.0,yes
fig-000010,crs025,85.5,yes
fig-011139,crs061,90.0,yes
fig-014049,crs057,95.0,yes
fig-014033,crs059,90.0,yes
fig-000020,crs027,85.5,yes
fig-014039,crs063,95.0,yes
fig-014073,crs062,95.0,yes
fig-011138,crs028,90.0,yes
fig-000007,crs026,85.5,yes
fig-000004,cty0892,85.5,yes
fig-008188,cty0893,95.0,yes
fig-000032,cty0894,85.5,yes
fig-000005,cty0895,85.5,yes
fig-000164,cty0896,85.5,yes
fig-008191,cty0897,85.5,yes
fig-000004,cty0898,85.5,yes
fig-000004,cty0899,85.5,yes
fig-000004,cty0900,85.5,yes
fig-000003,cty0901,85.5,yes
fig-008192,cty0902,91.0,yes
fig-016461,crs029,85.5,yes
fig-000061,gen099,85.5,yes
fig-001852,njo0433,88.7,yes
fig-000004,cty0903,85.5,yes
fig-000010,gen100,85.5,yes
fig-000005,gen101,85.5,yes
fig-000005,gen102,85.5,yes
fig-000003,47205pb062,85.5,yes
fig-000004,47394pb251,85.5,yes
fig-000004,jw042,85.5,yes
fig-010630,gen103,92.7,yes
fig-000007,gen104,85.5,yes
fig-000010,sw0939,85.5,yes
fig-000099,sw0958,85.5,yes
fig-000007,sw0944,85.5,yes
fig-003799,sw0943,87.9,yes
fig-000012,cty0904,85.5,yes
fig-007220,cty0905,100.0,yes
fig-000004,cty0906,85.5,yes
fig-000001,gen105,85.5,yes
fig-000003,gen106,85.5,yes
fig-016248,sh0516,90.0,yes
fig-000007,sh0517,85.5,yes
fig-001406,sh0518,85.5,yes
fig-007657,gen107,100.0,yes
fig-000004,gen108,85.5,yes
fig-000003,oct012new,85.5,yes
fig-003162,njo0439,100.0,yes
fig-003160,njo0440,100.0,yes
fig-003167,njo0441,100.0,yes
fig-003159,njo0442,100.0,yes
fig-003161,njo0443,100.0,yes
fig-003071,njo0444,90.0,yes
fig-000009,njo0438,85.5,yes
fig-003163,njo0437,100.0,yes
fig-002141,njo0436,85.5,yes
fig-003168,njo0435,100.0,yes
fig-003169,njo0434,100.0,yes
fig-000005,cty0907,85.5,yes
fig-009848,cty0908,91.4,yes
fig-000004,cty0909,85.5,yes
fig-000005,cty0910,85.5,yes
fig-000005,cty0911,85.5,yes
fig-009852,cty0912,88.9,yes
fig-000004,cty0913,85.5,yes
fig-000014,cty0914,85.5,yes
fig-000004,cty0915,85.5,yes
fig-000003,cty0916,85.5,yes
fig-000003,cty0917,85.5,yes
fig-000032,cty0918,85.5,yes
fig-000004,cty0919,85.5,yes
fig-000004,cty0920,85.5,yes
fig-000004,cty0921,85.5,yes
fig-000005,twn329,85.5,yes
fig-000004,twn330,85.5,yes
fig-000004,twn331,85.5,yes
fig-000003,twn332,85.5,yes
fig-000003,cty0922,85.5,yes
fig-000269,coluni01,85.5,yes
fig-000269,coluni02,85.5,yes
fig-000269,coluni03,85.5,yes
fig-000269,coluni04,85.5,yes
fig-000269,coluni05,85.5,yes
fig-000269,coluni06,85.5,yes
fig-000269,coluni07,85.5,yes
fig-000269,coluni08,85.5,yes
fig-000269,coluni09,85.5,yes
fig-000269,coluni10,85.5,yes
fig-000269,coluni11,85.5,yes
fig-000269,coluni12,85.5,yes
fig-000163,elf057,85.5,yes
fig-000085,twn333,85.5,yes
fig-000932,twn334,90.0,yes
fig-000004,jw043,85.5,yes
fig-006017,jw044,90.2,yes
fig-004266,sw0956,90.0,yes
fig-000007,sw0945,85.5,yes
fig-001819,sh0519,94.5,yes
fig-000003,frnd253,85.5,yes
fig-000004,frnd254,85.5,yes
fig-001785,incr010,100.0,yes
fig-004328,sw0941,90.0,yes
fig-004327,sw0940,100.0,yes
fig-004326,sw0942,100.0,yes
fig-014736,hp155,90.0,yes
fig-000116,cty0923,85.5,yes
fig-000898,cty0924,90.0,yes
fig-000010,frnd255,85.5,yes
fig-000007,frnd256,85.5,yes
fig-000005,twn335,85.5,yes
fig-000022,twn336,85.5,yes
fig-000004,twn337,85.5,yes
fig-000003,47394pb011c,85.5,yes
fig-000004,cty0925,85.5,yes
fig-001288,cty0926,90.0,yes
fig-001288,cty0927,90.0,yes
fig-001788,cty0928,96.8,yes
fig-007216,cty0929,95.0,yes
fig-000004,twn338,85.5,yes
fig-000003,twn339,85.5,yes
fig-000020,twn340,85.5,yes
fig-001853,njo0445,100.0,yes
fig-000007,frnd259,85.5,yes
fig-002729,njo0446,86.9,yes
fig-004266,sw0936,90.0,yes
fig-004518,sw0957,89.5,yes
fig-000007,sw0946,85.5,yes
fig-000004,hp134,85.5,yes
fig-000053,hp135,85.5,yes
fig-000053,hp136,85.5,yes
fig-000053,hp137,85.5,yes
fig-016076,hp138,90.0,yes
fig-003084,hp139,86.3,yes
fig-006120,hp140,90.0,yes
fig-006193,hp141,91.1,yes
fig-000010,hp142,85.5,yes
fig-016076,hp143,90.0,yes
fig-000005,hp144,85.5,yes
fig-006187,hp145,100.0,yes
fig-000007,hp146,85.5,yes
fig-006185,hp147,88.5,yes
fig-006186,hp148,90.3,yes
fig-000004,hp149,85.5,yes
fig-001818,hp150,90.5,yes
fig-006107,hp151,95.2,yes
fig-000061,hp152,85.5,yes
fig-008878,zip046,88.0,yes
fig-010738,edu006,100.0,yes
fig-004164,sw0938,86.4,yes
fig-004163,sw0937,100.0,yes
fig-016076,hp153,90.0,yes
fig-006167,hp156,85.7,yes
fig-006181,hp157,86.5,yes
fig-000053,hp154,85.5,yes
fig-006182,hp158,95.9,yes
fig-000072,njo0452,85.5,yes
fig-000072,njo0451,85.5,yes
fig-000061,njo0449,85.5,yes
fig-000061,njo0453,85.5,yes
fig-000072,njo0450,85.5,yes
fig-000005,frnd260,85.5,yes
fig-002897,njo0447,88.2,yes
fig-010942,njo0448,90.0,yes
fig-000003,cty0502a,85.5,yes
fig-004325,sw0947,96.7,yes
fig-004321,sw0948,96.4,yes
fig-000010,sw0949,85.5,yes
fig-004323,sw0950,100.0,yes
fig-000166,sw0951,85.5,yes
fig-000039,sw0952,85.5,yes
fig-004356,sw0953,100.0,yes
fig-000007,sw0954,85.5,yes
fig-004357,sw0955,100.0,yes
fig-000007,sw0961,85.5,yes
fig-000004,sw0960,85.5,yes
fig-010478,sw0959,100.0,yes
fig-000049,gen109,85.5,yes
fig-000004,trn115a,85.5,yes
fig-010428,splc007,98.0,yes
fig-000080,gen110,85.5,yes
fig-000049,gen111,85.5,yes
fig-000302,col330,85.5,yes
fig-001316,sh0520,90.0,yes
fig-011688,sh0521,90.0,yes
fig-005103,sw0963,100.0,yes
fig-000003,ext001a,85.5,yes
fig-009479,sw0847a,90.0,yes
fig-000061,nex146,85.5,yes
fig-003802,sw0969,100.0,yes
fig-014453,njo0454,91.7,yes
fig-002190,sh0522,100.0,yes
fig-002188,sh0523,100.0,yes
fig-006175,hp159,100.0,yes
fig-006178,hp160,100.0,yes
fig-006176,hp161,100.0,yes
fig-006177,hp162,100.0,yes
fig-000004,trn242,85.5,yes
fig-000004,trn243,85.5,yes
fig-000004,trn244,85.5,yes
fig-000007,cty0930,85.5,yes
fig-000004,trn246,85.5,yes
fig-000004,trn245,85.5,yes
fig-002081,twn341,100.0,yes
fig-000004,trn247,85.5,yes
fig-000003,belvfemale20c,85.5,yes
fig-000029,colhp14,85.5,yes
fig-000075,colhp16,85.5,yes
fig-016076,colhp12,90.0,yes
fig-016076,colhp07,90.0,yes
fig-000075,colhp21,85.5,yes
fig-016076,colhp08,90.0,yes
fig-016076,colhp10,90.0,yes
fig-016076,colhp04,90.0,yes
fig-000045,colhp13,85.5,yes
fig-000043,colhp15,85.5,yes
fig-000043,colhp01,85.5,yes
fig-000043,colhp02,85.5,yes
fig-016076,colhp19,90.0,yes
fig-016076,colhp09,90.0,yes
fig-016076,colhp05,90.0,yes
fig-000045,colhp06,85.5,yes
fig-001559,colhp17,90.0,yes
fig-016076,colhp22,90.0,yes
fig-000075,colhp20,85.5,yes
fig-000043,colhp03,85.5,yes
fig-000045,colhp11,85.5,yes
fig-016076,colhp18,90.0,yes
fig-001854,njo0455,91.3,yes
fig-001557,hp163,90.0,yes
fig-001052,hp164,90.0,yes
fig-001559,hp165,90.0,yes
fig-001839,hp166,90.0,yes
fig-000004,trn248,85.5,yes
fig-000004,trn249,85.5,yes
fig-000003,trn250,85.5,yes
fig-000004,47394pb252,85.5,yes
fig-000003,47205pb063,85.5,yes
fig-000061,njo0456,85.5,yes
fig-000061,njo0457,85.5,yes
fig-000007,njo0458,85.5,yes
fig-000007,njo0459,85.5,yes
fig-000048,njo0460,85.5,yes
fig-002906,njo0461,100.0,yes
fig-001483,njo0462,85.5,yes
fig-002903,njo0463,100.0,yes
fig-001992,njo0464,100.0,yes
fig-000164,sw0962,85.5,yes
fig-006201,hp167,100.0,yes
fig-006202,hp168,100.0,yes
fig-002560,twn342,100.0,yes
fig-000003,twn343,85.5,yes
fig-000004,47394pb253,85.5,yes
fig-002904,njo0465,100.0,yes
fig-002802,njo0466,100.0,yes
fig-001896,njo0467,90.0,yes
fig-002791,njo0468,100.0,yes
fig-000007,njo0469,85.5,yes
fig-002899,njo0470,100.0,yes
fig-005414,sh0524,90.0,yes
fig-000010,sh0525,85.5,yes
fig-000004,sh0526,85.5,yes
fig-000003,frnd261,85.5,yes
fig-000007,frnd262,85.5,yes
fig-010335,frnd263,88.1,yes
fig-000005,belvfemale24c,85.5,yes
fig-000007,frnd264,85.5,yes
fig-000010,frnd265,85.5,yes
fig-000007,frnd266,85.5,yes
fig-000007,frnd267,85.5,yes
fig-001288,cty0931,90.0,yes
fig-014754,uni01,90.0,yes
fig-013017,tms12,85.5,yes
fig-000007,uni02,85.5,yes
fig-000007,uni03,85.5,yes
fig-003278,uni04,85.5,yes
fig-000007,dp055,85.5,yes
fig-003586,dp056,100.0,yes
fig-001820,sh0527,96.3,yes
fig-008405,uni05,100.0,yes
fig-008406,uni06,100.0,yes
fig-003023,njo0471,90.0,yes
fig-000045,uni07,85.5,yes
fig-000020,uni08,85.5,yes
fig-008395,uni09,100.0,yes
fig-008396,uni10,100.0,yes
fig-000007,sh0528,85.5,yes
fig-005448,sh0529,100.0,yes
fig-005448,sh0530,90.0,yes
fig-000010,sh0531,85.5,yes
fig-001511,cty0932,85.5,yes
fig-009567,cty0933,100.0,yes
fig-000004,cty0934,85.5,yes
fig-000004,cty0935,85.5,yes
fig-000010,cty0936,85.5,yes
fig-003070,cty0937,75.0,no
fig-000003,cty0938,85.5,yes
fig-000004,cty0939,85.5,yes
fig-001113,cty0940,90.0,yes
fig-015815,cty0941,85.5,yes
fig-014959,cty0942,90.0,yes
fig-000012,cty0943,85.5,yes
fig-009564,cty0944,89.9,yes
fig-008393,uni11,90.0,yes
fig-012431,uni12,100.0,yes
fig-012432,uni13,100.0,yes
fig-012433,uni14,100.0,yes
fig-008400,uni15,100.0,yes
fig-012434,uni16,100.0,yes
fig-008401,uni17,100.0,yes
fig-012435,uni18,100.0,yes
fig-012436,uni19,100.0,yes
fig-006672,uni20,100.0,yes
fig-008403,uni21,100.0,yes
fig-012438,uni22,100.0,yes
fig-000061,njo0472,85.5,yes
fig-000010,njo0473,85.5,yes
fig-011585,njo0474,90.0,yes
fig-000072,njo0475,85.5,yes
fig-002814,njo0476,86.7,yes
fig-015024,njo0477,90.0,yes
fig-000166,90398pb018,85.5,yes
fig-016076,90398pb016,90.0,yes
fig-000061,90398pb019,85.5,yes
fig-000007,90398pb017,85.5,yes
fig-000061,90398pb015,85.5,yes
fig-000166,90398pb020,85.5,yes
fig-000166,90398pb023,85.5,yes
fig-000166,90398pb022,85.5,yes
fig-000166,90398pb024,85.5,yes
fig-015056,90398pb021,90.0,yes
fig-006120,90398pb025,90.0,yes
fig-000166,90398pb026,85.5,yes
fig-000005,sp053b,85.5,yes
fig-000010,sp059a,85.5,yes
fig-000007,uni23,85.5,yes
fig-004181,sw0970,90.0,yes
fig-000010,sw0971,85.5,yes
fig-000053,sw0972,85.5,yes
fig-000125,sw0973,85.5,yes
fig-000010,sw0974,85.5,yes
fig-000007,sw0975,85.5,yes
fig-000029,sw0976,85.5,yes
fig-000007,90398pb027,85.5,yes
fig-000007,90398pb028,85.5,yes
fig-000010,90398pb029,85.5,yes
fig-013049,90398pb030,90.0,yes
fig-013049,90398pb031,90.0,yes
fig-013048,90398pb033,90.0,yes
fig-013048,90398pb034,90.0,yes
fig-013048,90398pb035,90.0,yes
fig-013049,90398pb032,90.0,yes
fig-000368,90398pb036,85.5,yes
fig-000007,90398pb037,85.5,yes
fig-000007,90398pb038,85.5,yes
fig-000005,dp057,85.5,yes
fig-006546,sh0532,90.0,yes
fig-000003,frnd268,85.5,yes
fig-003742,sw0964,96.1,yes
fig-012482,sw0965,86.7,yes
fig-000007,sw0966,85.5,yes
fig-000010,sw0967,85.5,yes
fig-000061,nex147,85.5,yes
fig-002899,njo0478,90.0,yes
fig-000309,sw0968,85.5,yes
fig-000007,tlm101,85.5,yes
fig-006179,hp169,97.4,yes
fig-000003,frnd269,85.5,yes
fig-005448,njo0479,90.0,yes
fig-000038,tlm102,85.5,yes
fig-008392,uni24,90.0,yes
fig-008391,uni25,100.0,yes
fig-008393,uni26,90.0,yes
fig-000005,frnd270,85.5,yes
fig-000005,frnd271,85.5,yes
fig-001896,njo0480,100.0,yes
fig-000005,frnd272,85.5,yes
fig-000003,frnd273,85.5,yes
fig-000003,47394pb254,85.5,yes
fig-000003,47394pb255,85.5,yes
fig-000003,47394pb256,85.5,yes
fig-000004,sw0977,85.5,yes
fig-000005,trn251,85.5,yes
fig-000034,min063,85.5,yes
fig-000168,min064,85.5,yes
fig-000010,twn245a,85.5,yes
fig-000007,sw0880a,85.5,yes
fig-000004,hol117,85.5,yes
fig-015511,hol118,90.0,yes
fig-000004,hol119,85.5,yes
fig-000005,hol120,85.5,yes
fig-000005,hol121,85.5,yes
fig-000536,hol122,90.0,yes
fig-000005,hol123,85.5,yes
fig-000007,hol124,85.5,yes
fig-016201,dp058,90.0,yes
fig-001815,sh0533,91.4,yes
fig-002553,col331,90.0,yes
fig-001846,col332,90.0,yes
fig-000005,col333,85.5,yes
fig-000007,frnd274,85.5,yes
fig-000006,njo0481,85.5,yes
fig-011948,njo0482,90.0,yes
fig-000007,frnd275,85.5,yes
fig-010337,frnd276,85.6,yes
fig-000003,frnd277,85.5,yes
fig-000005,frnd278,85.5,yes
fig-004890,col334,90.0,yes
fig-008794,col335,90.0,yes
fig-011608,col336,90.0,yes
fig-000004,col337,85.5,yes
fig-000007,dp059,85.5,yes
fig-000010,sh0534,85.5,yes
fig-000004,hol125,85.5,yes
fig-000003,hol126,85.5,yes
fig-000004,hol127,85.5,yes
fig-000004,hol128,85.5,yes
fig-007567,hol129,88.2,yes
fig-000010,sh0535,85.5,yes
fig-003023,njo0391a,90.0,yes
fig-000516,sw0981,85.5,yes
fig-000163,sw0982,85.5,yes
fig-000007,47394pb258,85.5,yes
fig-000007,47394pb257,85.5,yes
fig-000029,hol130,85.5,yes
fig-000575,nex148,90.0,yes
fig-001893,col338,100.0,yes
fig-000005,sw0983,85.5,yes
fig-000003,twn344,85.5,yes
fig-008280,twn346,86.8,yes
fig-000004,twn345,85.5,yes
fig-000004,twn347,85.5,yes
fig-002315,56487,85.5,yes
fig-002320,bio028,100.0,yes
fig-002488,bio029,100.0,yes
fig-000004,cty0945,85.5,yes
fig-000163,elf058,85.5,yes
fig-003496,elf059,100.0,yes
fig-006258,njo0483,100.0,yes
fig-000053,njo0484,85.5,yes
fig-011948,njo0485,90.0,yes
fig-006256,njo0486,90.0,yes
fig-000004,hp170,85.5,yes
fig-006263,hp171,90.0,yes
fig-015056,hp172,90.0,yes
fig-000004,hp173,85.5,yes
fig-002315,56485,85.5,yes
fig-008421,idea041,100.0,yes
fig-008424,idea042,100.0,yes
fig-008423,idea043,100.0,yes
fig-000007,90398pb039,85.5,yes
fig-003293,ppg001,100.0,yes
fig-003295,ppg002,100.0,yes
fig-000757,ppg003,77.1,no
fig-000092,ppg004,85.5,yes
fig-003296,ppg005,90.0,yes
fig-008422,idea045,100.0,yes
fig-016201,dp060,90.0,yes
fig-000029,njo0475a,85.5,yes
fig-000007,sh0112a,85.5,yes
fig-000005,cty0946,85.5,yes
fig-000004,gen112,85.5,yes
fig-010261,nex149,90.0,yes
fig-001181,sw0994,85.5,yes
fig-000004,sw0991,85.5,yes
fig-002260,sw0988,85.5,yes
fig-000070,LLP006,85.5,yes
fig-006813,hol131a,89.7,yes
fig-000004,hol132,85.5,yes
fig-003533,sw1000,85.5,yes
fig-000005,sw0995,85.5,yes
fig-000005,sw1001,85.5,yes
fig-004343,sw0989,95.8,yes
fig-004342,sw0990,89.2,yes
fig-000007,sw0992,85.5,yes
fig-005025,sw0997,90.0,yes
fig-000005,sw0999,85.5,yes
fig-000012,sw0996,85.5,yes
fig-006813,hol131,89.7,yes
fig-010958,njo0489,90.0,yes
fig-001813,col340,100.0,yes
fig-000004,cty0947,85.5,yes
fig-000005,cty0948,85.5,yes
fig-000004,cty0949,85.5,yes
fig-000004,cty0950,85.5,yes
fig-000004,twn348,85.5,yes
fig-000003,twn349,85.5,yes
fig-000003,twn350,85.5,yes
fig-000007,twn351,85.5,yes
fig-000003,twn352,85.5,yes
fig-000004,twn353,85.5,yes
fig-000004,twn354,85.5,yes
fig-007667,twn355,87.8,yes
fig-003055,njo0487,100.0,yes
fig-010480,sw0998,100.0,yes
fig-001910,tlm103,90.0,yes
fig-000072,tlm104,85.5,yes
fig-000010,hol045a,85.5,yes
fig-000019,hol045b,85.5,yes
fig-001932,sw0985,90.0,yes
fig-010488,tech012a,98.3,yes
fig-002905,njo0488,100.0,yes
fig-006612,ow001,90.0,yes
fig-006613,ow002,90.0,yes
fig-006610,ow003,90.0,yes
fig-006609,ow004,90.0,yes
fig-006611,ow005,100.0,yes
fig-006604,ow006,90.0,yes
fig-006605,ow007,90.0,yes
fig-003607,ow008,90.0,yes
fig-006608,ow009,90.0,yes
fig-006607,ow010,90.0,yes
fig-003604,ow011,90.0,yes
fig-003605,ow012,90.0,yes
fig-003606,ow013,90.0,yes
fig-001953,sh0536,90.0,yes
fig-005069,sh0537,90.0,yes
fig-000010,sh0538,85.5,yes
fig-005495,sh0539,100.0,yes
fig-001953,sh0540,90.0,yes
fig-005609,sh0541,90.0,yes
fig-010656,sh0542,90.0,yes
fig-011309,sh0543,90.0,yes
fig-004955,sh0544,90.0,yes
fig-005569,sh0545,90.6,yes
fig-001953,sh0546,90.0,yes
fig-000004,sh0547,85.5,yes
fig-000005,sh0548,85.5,yes
fig-000009,sh0549,90.0,yes
fig-005483,sh0550,94.1,yes
fig-005484,sh0551,90.0,yes
fig-000004,sh0552,85.5,yes
fig-005583,sh0553,85.5,yes
fig-004898,sh0554,90.0,yes
fig-000005,sh0555,85.5,yes
fig-012638,47394pb259,90.0,yes
fig-000005,tlm105,85.5,yes
fig-000005,sw0986,85.5,yes
fig-002260,sw0987,85.5,yes
fig-000004,sw1003,85.5,yes
fig-000004,sw1002,85.5,yes
fig-000010,tlm106,85.5,yes
fig-007014,tlm107,90.0,yes
fig-000005,tlm108,85.5,yes
fig-000005,tlm109,85.5,yes
fig-000003,tlm110,85.5,yes
fig-001946,tlm112,90.0,yes
fig-000072,tlm113,85.5,yes
fig-007052,tlm114,100.0,yes
fig-001910,tlm115,90.0,yes
fig-006275,tlm116,90.0,yes
fig-000027,cty0951,85.5,yes
fig-006002,cty0952,85.5,yes
fig-001674,frnd280,87.0,yes
fig-010326,frnd281,88.2,yes
fig-000005,frnd282,85.5,yes
fig-001910,tlm117,90.0,yes
fig-000007,frnd283,85.5,yes
fig-000898,cty0953,90.0,yes
fig-000007,cty0954,85.5,yes
fig-000004,cty0955,85.5,yes
fig-000007,tlm118,85.5,yes
fig-007067,tlm119,100.0,yes
fig-001948,nex150,100.0,yes
fig-000061,tlm120,85.5,yes
fig-007056,tlm121,100.0,yes
fig-007057,tlm122,100.0,yes
fig-000007,frnd284,85.5,yes
fig-000004,sw1004,85.5,yes
fig-000004,frnd285,85.5,yes
fig-000003,frnd286,85.5,yes
fig-006275,tlm123,90.0,yes
fig-006275,tlm124,90.0,yes
fig-000004,twn356,85.5,yes
fig-001612,twn357,90.0,yes
fig-000004,twn358,85.5,yes
fig-000005,twn359,85.5,yes
fig-000004,twn360,85.5,yes
fig-000004,twn361,85.5,yes
fig-000005,frnd287,85.5,yes
fig-000005,frnd288,85.5,yes
fig-000003,frnd289,85.5,yes
fig-000004,cty0473a,85.5,yes
fig-000004,twn362,85.5,yes
fig-000004,twn363,85.5,yes
fig-000004,cty0956,85.5,yes
fig-000004,cty0957,85.5,yes
fig-000007,frnd290,85.5,yes
fig-000003,cty0958,85.5,yes
fig-000004,cty0959,85.5,yes
fig-005488,sh0556,100.0,yes
fig-000004,sh0557,85.5,yes
fig-000004,frnd291,85.5,yes
fig-000061,dp061,85.5,yes
fig-000005,dp062,85.5,yes
fig-000072,tlm125,85.5,yes
fig-007047,tlm127,100.0,yes
fig-007048,tlm128,100.0,yes
fig-000053,tlm126,85.5,yes
fig-000005,frnd292,85.5,yes
fig-000005,frnd293,85.5,yes
