bricklink_minifig_id,avg_price,min_price,max_price
njo0384,7.5153,4.2141,19.0900
njo0385,14.8496,6.2579,44.9900
njo0386,7.4910,2.2778,27.2524
njo0387,12.7909,4.4172,112.3800
njo0388,3.2033,1.9534,6.2544
njo0389,56.9666,26.1361,238.0600
njo0390,5.1260,2.3339,16.9269
njo0391,3.8883,1.5977,75.0100
njo0392,2.8535,1.2642,10.0000
njo0393,4.7836,1.7522,58.0800
njo0394,4.0747,2.4420,24.3100
njo0395,3.3616,1.1681,32.0000
njo0396,12.9430,4.6724,28.4900
njo0397,21.2441,10.5000,94.6700
njo0398,14.6519,1.5625,100.9200
njo0399,4.4135,2.1428,28.0000
njo0400,20.2541,8.1757,124.2400
njo0401,6.5472,2.1875,71.8000
njo0402,92.3713,52.5646,500.3100
njo0403,10.1571,3.7963,85.3500
njo0404,7.0551,3.4926,51.6100
njo0405,4.8329,1.5000,49.1800
njo0406,4.9006,1.7522,34.8500
njo0407,6.4105,2.9203,65.6600
njo0408,5.4311,2.3362,61.0600
njo0409,5.6041,2.5231,64.8200
njo0410,6.5715,3.7379,41.8100
njo0411,3.4709,1.6353,38.7900
njo0412,11.0157,5.7563,109.0200
njo0413,6.5133,3.3042,66.1000
njo0414,2.1745,1.0921,27.1600
njo0415,29.5558,10.9221,210.1000
njo0416,23.0906,9.3448,38.4800
njo0417,103.3263,76.2516,140.1722
njo0418,139.6535,57.9373,627.6000
njo0419,63.2367,29.4013,112.0000
njo0420,170.1809,136.2621,229.2399
njo0421,5.0150,1.8750,38.1000
njo0422,5.8380,1.8155,62.1500
njo0423,7.7217,3.9215,40.7000
njo0424,3.1658,1.1564,36.3200
njo0425,2.4914,1.4253,11.3930
njo0426,5.2482,2.4650,38.1000
njo0427,3.1852,1.4601,24.4200
njo0428,5.9618,2.9052,35.8600
njo0429,2.9022,1.1619,20.9100
njo0430,2.8893,1.1681,18.8300
njo0431,2.8700,1.4353,18.3900
njo0432,3.1166,1.1681,39.0200
njo0433,2.9443,1.2655,14.9157
njo0434,7.5898,2.8125,30.0000
njo0435,9.2794,5.7114,14.0000
njo0436,66.3156,57.2253,89.9910
njo0437,8.1282,3.6940,63.9800
njo0438,5.5281,2.1026,34.0900
njo0439,55.0738,10.6592,179.9910
njo0440,8.8071,3.5531,45.7500
njo0441,13.3548,4.6724,67.9900
njo0442,6.0742,2.9470,37.9100
njo0443,5.0707,2.8424,8.4482
njo0444,7.6185,4.7985,16.7080
njo0445,2.2666,1.2227,26.1600
njo0446,3.6466,1.5000,15.6500
njo0447,9.0438,4.4958,72.9800
njo0448,6.0813,2.5595,80.2700
njo0449,9.5119,3.9063,73.1100
njo0450,11.2572,4.6724,94.0200
njo0451,9.3248,5.0000,72.6800
njo0452,7.2491,3.7319,75.9200
njo0453,9.0661,3.4459,76.5500
njo0454,4.6034,2.0300,19.1000
njo0455,2.7100,1.0938,46.3900
njo0456,61.7689,23.3620,237.8100
njo0457,7.1070,2.7252,48.2800
njo0458,4.1025,1.5625,31.6500
njo0459,4.5494,1.1681,38.7100
njo0460,10.6994,3.4375,67.7800
njo0461,18.5795,7.3438,72.9800
njo0462,4.7555,2.0439,42.1100
njo0463,4.7274,2.3438,30.4300
njo0464,4.4480,2.3362,14.7064
njo0465,4.9464,2.4822,40.1200
njo0466,3.6219,1.5625,38.5900
njo0467,4.5317,2.3245,35.0200
njo0468,7.0290,3.9423,41.5900
njo0468a,5.2103,2.6866,36.9800
njo0469,3.5559,1.6821,34.2200
njo0470,3.1377,0.9375,30.1700
njo0472,6.7464,1.5625,32.0000
njo0473,3.8787,1.5625,11.9900
njo0474,3.5098,1.0922,27.2900
njo0475,3.8584,1.7429,32.4400
njo0475a,3.9656,1.7522,29.1500
njo0476,10.5415,3.0077,72.6500
njo0477,11.2258,4.5100,31.4307
njo0478,2.4856,1.2945,20.7100
njo0479,3.4191,1.7522,28.5600
njo0481,14.6332,7.5693,139.0100
njo0482,5.9588,1.1500,47.9100
njo0483,21.3946,12.2631,36.0000
njo0484,125.4555,98.5000,163.4405
njo0485,128.3910,72.6206,192.3200
njo0486,148.6223,106.9422,234.5016
njo0487,5.0467,2.3657,12.0449
njo0488,4.0003,2.0921,27.2900
njo0489,2.7727,0.4688,17.9500
njo0490,5.2597,1.0938,26.7764
njo0491,3.3286,0.7009,20.9000
njo0492,2.1519,0.5000,27.6000
njo0493,3.1956,1.0000,36.7700
njo0494,3.2391,0.5841,19.9932
njo0495,3.1057,1.4017,29.0700
njo0496,3.2255,1.4875,12.0000
njo0497,2.4363,0.9673,15.0568
njo0498,4.7120,2.0909,22.3200
njo0499,4.9695,1.1719,29.9500
njo0500,3.0349,1.3072,24.3800
njo0501,9.0627,3.4375,300.4088
njo0502,4.2765,1.7188,31.5000
njo0503,3.3571,1.4063,14.9400
njo0504,3.7939,1.8071,118.5728
njo0505,7.1745,3.4926,99.0900
njo0506,20.0694,4.6875,127.4399
njo0507,3.7227,2.0358,24.0200
njo0508,9.2898,4.3000,76.6000
njo0509,3.1663,1.1198,33.2000
njo0510,23.0288,12.5302,62.0700
njo0511,29.5358,13.9900,89.9900
njo0512,108.9905,51.0983,329.9900
njo0513,1.9984,0.7254,17.0900
njo0514,3.9081,1.4500,47.4300
njo0515,3.1775,1.7033,21.5200
njo0516,3.4726,1.7405,40.5200
njo0517,4.6222,1.3626,34.9500
njo0518,4.4535,1.8542,28.0204
njo0519,21.9788,5.2515,97.1000
njo0521,115.9239,58.4051,393.4700
njo0522,17.6691,8.8570,40.7000
njo0523,6.9155,2.8976,103.2800
njo0524,4.7870,2.6282,30.6300
njo0525,10.8569,3.7500,62.5300
njo0526,3.0786,1.5803,18.3400
njo0527,15.4661,4.8363,90.3700
njo0528,7.1685,4.2052,44.3700
njo0529,4.1383,1.6937,25.4214
njo0530,4.1979,1.4509,44.6600
njo0531,4.1247,0.7813,24.1143
njo0532,3.2413,1.0938,27.3200
njo0533,3.3115,0.9375,33.9700
njo0534,3.4310,1.0535,23.8500
njo0535,10.7936,4.2141,108.9900
njo0536,5.5688,2.5032,35.2124
njo0537,7.1987,3.0371,50.3900
njo0538,5.3686,1.6340,31.5726
njo0539,3.5114,1.3542,21.6800
njo0540,14.8238,6.1185,91.6983
njo0541,20.0853,10.2600,199.0500
njo0542,8.9003,2.9203,28.7855
njo0543,5.2761,3.0111,27.5100
njo0544,24.6838,9.3098,144.2465
njo0545,11.4214,3.7379,75.1276
njo0546,37.2495,8.9968,209.0434
njo0547,5.1992,2.8712,29.8900
njo0548,5.2531,2.4530,16.9900
njo0549,3.3854,1.7288,8.7570
njo0550,45.6428,24.6487,182.8600
njo0551,2.7383,1.0819,33.8100
njo0552,4.4898,2.6232,25.9225
njo0553,3.3713,1.4017,20.9900
njo0554,3.4014,1.6237,84.8824
njo0555,14.3035,7.9431,57.6100
njo0556,3.6405,2.1517,10.6592
njo0557,2.7365,1.0482,24.2600
njo0558,4.6181,2.0584,28.9700
njo0559,4.0322,1.8083,22.9900
njo0560,3.6235,1.6785,19.9900
njo0561,75.1752,44.1719,126.6700
njo0562,7.7061,3.8547,19.9900
njo0563,4.0750,1.6228,25.2018
njo0564,2.9678,0.9345,18.6779
njo0565,7.7653,3.6310,24.5100
njo0566,4.6830,2.3529,28.2540
njo0567,12.2373,3.1674,108.9415
njo0568,4.0600,1.0893,22.9900
njo0569,30.2554,10.5012,53.0000
njo0570,4.0375,0.9375,29.9900
njo0571,5.8469,1.0938,29.9900
njo0572,11.3906,5.7500,46.7000
njo0573,3.0342,1.5816,13.0900
njo0574,2.8604,0.9345,22.9900
njo0574a,2.6998,1.0972,16.5438
njo0575,3.7295,1.0092,22.4439
njo0575a,3.5349,1.8155,15.9400
njo0576,4.5718,1.6228,10.9900
njo0576a,3.1074,1.4017,14.4300
njo0577,3.7670,2.2750,16.9100
njo0578,2.6812,0.8900,16.3382
njo0579,4.4494,1.7188,31.0100
njo0580,4.4420,2.3269,53.5000
njo0581,19.4480,9.3448,181.9900
njo0582,1.8757,0.6762,12.0000
njo0584,7.7352,3.0049,63.7700
njo0585,5.2502,2.5890,20.0550
njo0586,34.6969,11.1979,164.8600
njo0587,9.0075,4.3453,48.6736
njo0588,9.8700,4.2052,52.8683
njo0589,25.7928,11.5669,69.1900
njo0590,2.7680,1.7065,12.6300
njo0591,4.0927,1.9274,41.6100
njo0592,7.9691,2.8961,18.9968
njo0593,14.0276,6.3244,75.2800
njo0595,3.1974,1.7405,20.7600
njo0596,3.5130,1.2849,21.3903
njo0597,6.1219,2.1960,48.8100
njo0598,6.3538,2.9787,68.9500
njo0599,8.3662,4.6419,21.9253
njo0600,4.9595,1.5625,15.0000
njo0601,4.4911,2.1902,19.9900
njo0602,5.8620,2.3362,34.9500
njo0603,6.0339,3.1001,35.8385
njo0604,4.7601,1.9858,38.0500
njo0605,8.5042,3.7379,63.1900
njo0606,9.7433,4.1178,45.9500
njo0607,12.1207,5.4094,283.5531
njo0608,6.2788,3.1612,33.5537
njo0609,9.2487,2.9086,234.5116
njo0610,3.3225,1.7557,23.4400
njo0611,25.8858,8.1650,135.3800
njo0612,3.7453,1.6534,20.8100
njo0613,2.9366,1.4601,17.0600
njo0614,9.3757,5.2565,24.9900
njo0615,4.0930,1.4601,20.6200
njo0616,5.3776,2.0442,24.7400
njo0617,26.6532,17.5215,50.9100
njo0618,4.6816,2.5348,23.8000
njo0619,3.7317,1.3523,35.1400
njo0620,5.3788,2.0000,15.4800
njo0621,5.8581,2.6282,33.3084
njo0622,6.1329,2.3362,34.9500
njo0623,3.7323,1.1331,41.0000
njo0624,2.1443,1.0535,25.8100
njo0625,8.1338,3.5043,51.3100
njo0626,13.2410,2.9203,63.8000
njo0627,3.0436,1.1589,23.5400
njo0628,3.0316,1.5625,27.1100
njo0629,4.0440,2.0900,23.5100
njo0630,2.7185,1.0000,9.9900
njo0631,2.3821,0.1816,10.4900
njo0632,3.9411,2.6563,6.8417
njo0633,3.1113,1.1681,19.9900
njo0634,15.5542,9.0000,61.8450
njo0635,6.7799,3.1250,38.1689
njo0636,4.4129,1.3141,26.0463
njo0637,5.0035,2.6201,30.6451
njo0638,4.7265,2.0688,26.8103
njo0639,2.5434,1.0513,15.7624
njo0640,5.5007,2.6282,33.0713
njo0642,2.9410,1.5975,12.5000
njo0643,2.9644,1.1681,15.0000
njo0644,3.0157,0.8046,18.3485
njo0645,3.5375,1.7376,13.6900
njo0646,4.1467,2.1071,24.5722
njo0647,3.9425,2.0000,8.8000
njo0648,3.8445,1.8155,21.0000
njo0649,3.5133,1.8083,13.2900
njo0650,14.5161,4.6724,42.0000
njo0651,18.2289,9.0528,40.8786
njo0652,3.8527,1.7405,15.9400
njo0653,4.1954,2.1225,15.0200
njo0654,7.2636,4.0884,28.7400
njo0655,5.3500,3.0371,8.6640
njo0656,3.3965,1.7743,8.6100
njo0657,3.4901,1.9912,8.6800
njo0658,13.6664,7.6738,26.0000
njo0659,3.5378,2.0442,8.5000
njo0660,2.9050,1.1681,6.0000
njo0661,2.4972,1.2008,6.0000
njo0662,2.8008,1.4111,6.9900
njo0663,2.4943,1.2491,4.9900
njo0664,3.3709,0.5645,8.2000
njo0665,5.5043,3.5138,9.9900
njo0666,8.0127,3.9500,16.9400
njo0667,4.7947,2.7450,9.9900
njo0668,5.0696,3.3291,8.7100
njo0669,3.0798,1.9204,5.4505
njo0670,3.5214,1.9632,15.0000
njo0671,2.8151,1.0340,10.5012
njo0672,3.1667,1.8328,4.9900
njo0673,3.9895,2.2710,7.1061
njo0674,6.7246,4.8172,12.1000
njo0675,4.3987,2.9203,7.4800
njo0676,7.6632,4.3063,17.0547
njo0677,9.5545,4.0522,36.2100
njo0678,39.0475,6.7166,96.0000
njo0679,3.9717,1.8933,15.0000
njo0680,3.8851,1.8106,12.3400
njo0681,2.8218,1.3523,14.7400
njo0682,4.3467,1.4989,29.7500
njo0683,9.6305,2.3755,60.1800
njo0684,3.9351,2.0820,24.0000
njo0685,4.0359,1.4893,29.9900
njo0686,3.8222,2.3245,17.6000
njo0687,4.6378,1.9858,14.9900
njo0688,3.4149,1.7000,16.4000
njo0690,2.7335,0.3177,12.3500
njo0691,4.3530,2.6599,14.2051
njo0692,3.2011,1.7973,16.4000
njo0693,4.3300,1.6856,14.7600
njo0694,6.2361,3.6419,8.9500
njo0695,3.4876,1.9436,7.0086
njo0696,2.9529,1.1355,18.2095
njo0697,10.9383,5.3570,61.6325
njo0699,3.6135,1.6228,21.3190
njo0700,3.3985,1.5804,12.9900
njo0701,3.8610,1.7571,22.7313
njo0702,3.6067,1.8500,11.0937
njo0703,22.0902,14.1223,48.0659
njo0704,3.3240,1.9534,5.0041
njo0705,37.5397,15.6977,246.2638
njo0706,3.2782,1.9729,19.3718
njo0707,22.9986,14.7243,56.0000
njo0708,3.4526,1.3300,20.2100
njo0709,21.1382,9.9632,70.3100
njo0710,48.0304,21.9019,100.8203
njo0711,3.3481,1.4017,20.2327
njo0712,2.5171,1.5185,7.9796
njo0713,3.5742,1.4451,24.9500
njo0714,3.6261,2.1637,11.3641
njo0715,2.4135,1.0082,29.9900
njo0716,4.0488,2.2764,11.4800
njo0717,2.4805,0.7375,11.4750
njo0718,3.8946,2.2695,10.0000
njo0719,3.7847,2.0000,11.9400
njo0720,3.0359,1.6228,12.9313
njo0721,3.1375,1.0938,8.9900
njo0722,3.1261,0.4018,11.6693
njo0723,3.6362,1.4812,14.9900
njo0724,3.3130,1.9754,8.9950
njo0725,2.6312,1.5499,9.9900
njo0726,3.4497,2.0442,8.8826
njo0727,3.0400,1.1681,18.6394
njo0728,3.0270,1.0819,27.2064
njo0729,3.7088,2.6060,9.6725
njo0730,2.9900,2.4900,3.4900
njo0731,11.1385,7.9421,13.9500
njo0732,34.7970,30.5809,39.8089
njo0733,12.1370,7.1481,19.6241
njo0734,9.4401,5.0798,14.7140
njo0735,3.0589,1.1169,9.9950
njo0736,3.4139,1.3523,8.5500
njo0737,5.4039,3.0680,15.8300
njo0738,4.6211,1.9754,10.5012
njo0739,3.5949,2.0442,12.5550
njo0740,2.9669,1.1852,5.0000
njo0741,4.0829,2.5114,9.5000
njo0742,6.3783,3.5043,15.0000
njo0743,3.9954,2.3245,9.5000
njo0744,5.3607,3.3875,14.2122
njo0745,2.4001,0.5841,27.9900
njo0746,28.1277,7.3026,60.0000
njo0747,9.4834,3.9540,43.1000
njo0748,13.4389,5.1981,73.5285
njo0749,2.7063,0.8114,17.9500
njo0750,3.0684,1.7522,11.3342
njo0751,4.7622,2.6460,11.0000
njo0752,4.0932,1.9858,22.9500
njo0753,4.6726,2.8638,15.0000
njo0754,3.2497,1.4749,10.0000
njo0755,8.2050,5.0569,25.0000
njo0756,5.9120,2.4822,14.4400
njo0757,10.0440,5.2565,27.3500
njo0758,4.0073,2.3362,16.7422
njo0759,3.6791,2.2778,25.7500
njo0760,5.4113,2.4171,20.0000
njo0761,7.5589,3.4926,14.7070
njo0762,21.8097,9.9289,34.0655
njo0763,13.6051,6.2984,34.0655
njo0764,29.0561,12.7089,47.6917
njo0765,4.1677,2.1977,17.7004
njo0766,29.1404,20.0000,38.8516
njo0767,10.2109,4.0767,28.0000
njo0768,10.1796,5.7610,37.7285
njo0769,8.3320,5.4505,14.8800
njo0770,11.2807,7.4090,27.8084
njo0771,33.9580,24.5301,61.3043
njo0772,10.7666,4.9080,25.9800
njo0773,18.6280,10.6592,32.0000
njo0774,55.5508,37.7405,136.1939
njo0775,11.5290,3.4751,31.3403
njo0776,19.7680,12.7510,33.0000
njo0777,36.6490,19.2153,68.0629
njo0778,10.5556,4.7991,34.0655
njo0779,10.7295,7.0762,20.4257
njo0780,10.8949,5.2676,28.4400
njo0781,9.2870,5.6805,20.3712
njo0782,19.0968,9.2592,44.0579
njo0783,3.7792,2.1902,11.9900
njo0784,20.3952,10.5129,27.0000
njo0785,3.6619,1.7522,11.0000
njo0786,2.3899,1.1681,13.5300
njo0787,4.4502,2.1763,10.6592
njo0788,1.9163,1.2264,3.5043
njo0789,3.2561,1.5419,10.9010
njo0790,4.1897,2.0480,11.9900
njo0791,3.9163,1.4749,12.0906
njo0792,2.9237,1.8229,3.9900
njo0793,4.5309,2.7252,12.9700
njo0794,2.9246,1.7172,8.0000
njo0795,6.1100,4.4476,11.0000
njo0796,6.0277,3.8779,13.2997
njo0797,5.3577,2.7304,25.0000
njo0798,3.4842,2.4871,7.9202
njo0799,3.0616,1.8552,6.8131
njo0800,3.0693,1.9858,6.8131
njo0801,5.7135,4.5404,7.5927
njo0802,5.6136,3.7261,16.3417
njo0803,3.5915,2.3362,24.2965
njo0804,2.7574,1.7522,7.6500
njo0805,4.0172,2.1026,16.3417
njo0806,2.7094,1.5902,10.6592
njo0807,3.0099,1.8356,17.1477
njo0808,5.3205,2.7304,18.0000
njo0809,5.5294,3.1606,18.0000
njo0810,5.3853,3.0287,14.5088
njo0811,2.6426,1.0513,10.2060
njo0812,4.8711,3.0521,14.0055
njo0813,3.6318,1.5803,19.9760
njo0814,4.1366,1.1681,9.6725
njo0815,4.4725,1.8155,14.5088
njo0816,8.5952,3.6094,34.6800
njo0817,4.2321,2.6338,9.8064
njo0818,5.3387,3.4052,39.9900
njo0819,3.5093,1.6856,9.3500
njo0820,4.5187,2.3362,13.5100
njo0821,2.8587,1.0819,19.9900
njo0822,3.7209,1.5803,16.3800
njo0823,10.7920,7.0086,24.9700
njo0824,8.0020,2.9048,17.9500
njo0825,6.9706,4.6607,15.2000
njo0826,9.9262,7.7829,13.5200
njo0827,7.6219,6.1325,9.0867
njo0828,4.5283,1.9900,9.9486
njo0829,7.5478,4.8172,10.7200
njo0830,5.4074,2.9018,7.1309
njo0831,5.9172,2.8956,8.2800
njo0832,2.4045,1.9852,2.8424
njo0833,20.3468,12.5001,36.0000
njo0834,6.3704,4.0000,8.4500
njo0835,4.2393,2.1721,12.0000
njo0836,4.5026,3.3305,5.6494
njo0837,8.5000,4.2691,15.0000
njo0838,2.7974,1.6612,3.5175
njo0839,8.5411,6.9969,9.3400
njo0840,5.6273,5.3921,5.8625
njo0841,3.7745,2.4516,5.2448
njo0842,7.3899,6.3077,8.4700
njo0843,5.7273,3.6201,10.9010
njo0844,7.2872,5.1165,9.1681
njo0845,4.9500,2.9203,10.5437
njo0846,3.4374,2.3792,4.9387
njo0847,4.2556,2.4743,25.0000
njo0849,2.8596,1.9776,5.2565
njo0850,3.2854,1.5234,7.0990
njo0851,2.3531,1.0882,8.0000
njo0852,2.8103,1.3636,14.9500
njo0853,2.6978,0.9940,12.9500
njo0854,2.6948,1.0882,7.6597
njo0855,4.0606,2.8153,6.3498
njo0856,5.7691,2.3922,10.5270
njo0857,3.0717,1.0882,6.0275
njo0858,5.6505,2.1477,14.2122
njo0859,5.5336,3.5043,8.8741
njo0860,6.0800,4.3453,13.6262
njo0861,5.5076,2.3473,15.0000
njo0862,5.2583,2.2092,10.5012
njo0863,5.1912,2.4900,10.8873
njo0864,4.5695,2.8091,8.7600
njo0865,4.8436,2.3362,13.6262
njo0866,3.7096,2.2793,6.7995
njo0867,7.4300,4.6724,10.4240
njo0869,2.6559,1.1988,6.1277
njo0870,6.0860,3.6375,17.9200
njo0871,6.0194,3.7519,9.2046
njo0872,5.6287,2.9203,13.6262
njo0873,8.6526,5.2448,16.9500
njo0874,10.5930,6.1512,29.2010
njo0875,8.1818,4.0570,26.9669
njo0876,9.5585,6.2760,22.4768
njo0877,3.8347,2.4530,7.0000
njo0878,4.0143,2.1721,9.5383
njo0879,13.5937,9.8100,17.5098
njo0880,4.5430,3.2216,7.9800
njo0881,7.1508,3.5006,20.0000
njo0882,3.3252,2.2652,5.0063
njo0883,10.2502,5.8405,14.2300
njo0884,4.7233,2.5079,15.0000
njo0885,5.9560,4.6129,14.9900
njo0886,5.0346,2.3362,20.3712
njo0887,4.2216,2.6503,15.0000
njo0888,6.9436,4.3275,10.4406
njo0889,4.8455,3.0892,8.9484
njo0890,3.6379,2.1644,6.8131
njo0891,4.4159,2.3362,8.5000
njo0892,7.1665,4.6071,9.6241
njo0893,7.6710,4.4972,14.3928
njo0894,2.3073,1.2709,7.7400
njo0895,2.4160,1.3058,12.0000
njo0896,3.4612,2.4530,5.8405
njo0897,9.1456,5.0055,16.9600
njo0898,10.4071,7.3311,16.4400
njo0899,6.7900,4.3526,9.4900
njo0900,30.9674,23.8487,37.3792
njo0901,5.1284,2.3223,9.3448
njo0902,3.5571,2.3799,5.4505
njo0903,5.1149,2.3362,8.9933
njo0904,3.7135,2.3362,5.9164
njo0905,14.5422,8.9500,24.8714
njo0906,7.6077,5.4773,9.9900
njo0907,43.2716,35.0430,59.6110
njo0908,10.9846,6.7508,20.4393
njo0909,4.8327,2.8292,7.9800
njo0910,5.4069,4.5000,7.0600
njo0911,11.9389,6.0937,18.0000
njo0912,11.3254,5.9074,16.3800
njo0913,11.6693,11.6693,11.6693
njo0914,0.0000,0.0000,0.0000
njo0915,7.3835,5.2756,12.2636
njo0916,6.2829,2.1902,15.0000
njo0917,2.5176,2.3602,2.6750
njo0918,3.7505,2.1595,9.7600
njo0919,4.1055,2.1786,7.0086
njo0920,4.9102,2.9974,9.5200
njo0921,4.3293,2.4530,7.6579
njo0922,2.7338,1.6862,7.0000
njo0923,2.9281,1.4017,8.0000
njo0924,4.0520,2.3460,8.1650
njo0925,3.5146,2.1902,5.8288
njo0926,3.9937,2.3668,7.5600
njo0927,7.6807,3.9264,10.2000
njo0928,4.6830,2.1637,10.5058
njo0929,4.8593,3.1458,9.0000
njo0930,6.9296,5.0328,8.9944
njo0931,7.0298,4.5980,11.4852
njo0932,4.6520,2.8068,7.9600
njo0933,4.7449,3.3420,7.0000
njo0934,3.6711,2.8823,4.6140
njo0935,6.1112,4.6310,8.7208
njo0936,9.7723,6.8712,15.0000
njo0937,10.9792,7.0086,21.1478
njo0938,13.1553,5.8405,28.7946
njo0939,5.8396,3.6513,15.9800
njo0940,9.5248,5.4094,17.7004
njo0941,8.3233,5.6559,15.9800
njo0942,2.6657,1.1750,6.3600
njo0943,5.8508,3.9264,15.0000
njo0944,6.0325,3.9166,11.3652
njo0945,5.3027,3.2590,14.0000
njo0947,3.4662,1.3369,15.0000
njo0948,11.7325,6.7750,19.7775
njo0949,48.2204,48.2204,48.2204
njo0950,3.5409,1.7434,7.3100
njo0951,10.6449,9.6441,11.6457
njo0952,8.3160,8.3160,8.3160
njo0953,7.7594,4.8908,10.5129
njo0954,7.9352,4.7786,10.6592
njo0955,3.6896,2.5183,5.9900
njo0957,29.7395,16.7964,37.3792
njo0958,2.7040,2.0000,3.9900
njo0959,8.3066,5.2120,18.2480
njo0960,6.8871,2.3362,15.2808
njo0961,9.4824,7.5927,11.1676
njo0963,10.5556,8.7145,11.6621
njo0964,7.0551,4.1593,13.0000
njo0965,4.6367,2.8502,9.9486
njo0966,4.3579,3.2696,6.6220
njo0967,4.0613,1.1681,6.5286
njo0971,26.7408,26.7408,26.7408
njo0975,11.3463,7.3687,22.5000
njo0976,21.2619,9.0761,31.3893
njo0977,12.1726,9.2514,16.3514
njo0978,13.4763,9.7370,21.3114
njo0979,11.2063,7.5927,16.1643
njo0980,4.4589,1.8690,14.0172
njo0983,4.8431,3.2456,5.9900
njo0985,3.0743,2.1493,4.6607
njo0987,9.1246,7.5900,10.6592
njo0989,6.4358,4.5467,9.3448
njo0990,34.1453,30.3590,39.5764
njo0991,7.4865,4.1689,11.6693
ow009,37.7407,24.6937,71.5100
pha005,6.7585,2.7500,35.0000
pi014,34.8254,18.5182,136.3400
pi016,47.8439,30.6935,170.0900
pi022,9.7358,5.8096,28.7900
pi035,8.1349,4.6724,24.4038
pi055,12.7354,3.4926,79.0100
pi061a,7.3244,4.0583,16.0000
pi096,4.0591,1.2709,16.8746
pi153,9.9464,5.8096,38.9500
pi155,10.8843,6.9385,37.0500
pi164,17.0078,11.9900,62.7900
pi165,8.4918,5.0834,23.3100
pm001,10.0963,2.8424,38.0000
pm002,12.2385,4.9060,48.0000
pm023,9.2659,4.0253,40.8200
poc003,13.0687,6.3955,37.1800
poc028,21.0630,10.5000,61.9100
rck001,4.0963,0.3533,23.6500
rck002,2.1985,0.3329,20.0100
rck003,6.8704,3.3929,41.4700
rck004,2.7572,1.1250,15.9170
rck008,3.0153,1.1288,14.8200
rck009,3.6043,1.1681,21.9100
scd001,7.3807,3.5000,36.0000
scd002,20.9903,10.6963,58.3600
scd008,27.6407,15.9900,87.5300
scd009,9.3285,2.9999,33.1200
scd010,8.0557,2.2500,33.6700
sh0003,7.3109,3.2456,30.2600
sh0004,8.1118,2.0000,49.9900
sh0005,4.5283,0.9929,40.4600
sh0006,6.6715,2.0000,26.4400
sh0007,58.2607,24.5272,105.0200
sh0008,10.5994,4.7131,24.0000
sh0009,23.6637,5.8405,48.4400
sh0010,13.5020,6.6294,53.7900
sh0011,34.2963,12.5000,80.1000
sh0012,4.7595,1.0893,25.0000
sh0013,24.9557,14.0000,103.0100
sh0014,4.8149,0.6813,38.9500
sh0015,13.2757,4.5511,71.7000
sh0016,39.2443,3.4249,244.1400
sh0016a,3.4612,1.3000,20.0000
sh0017,21.1931,5.0000,76.1700
sh0018,4.8643,1.4524,22.4700
sh0019,10.0324,4.7203,58.6600
sh0020,10.6325,3.0000,50.0000
sh0021,5.2425,2.1786,16.7000
sh0022,5.1554,1.1500,17.0400
sh0023,3.7529,1.2500,15.2800
sh0024,11.4224,6.2500,39.6300
sh0025,43.7792,8.7412,160.2000
sh0026,8.9229,2.3582,33.8919
sh0029,2.9731,0.5700,13.1200
sh0030,3.0876,0.4550,24.0300
sh0031,23.7246,12.5000,90.7800
sh0032,123.5736,54.5048,371.6500
sh0033,9.6186,4.2500,55.6500
sh0034,4.4306,1.0220,30.0000
sh0035,11.1221,2.9900,61.4600
sh0036,21.1274,6.8139,105.3900
sh0037,21.4382,10.2197,91.9600
sh0038,2.2621,0.1363,15.0000
sh0039,8.3201,1.6351,53.2200
sh0040,18.0900,6.5359,69.2200
sh0041,43.7944,23.0000,75.0000
sh0047,17.0224,4.3572,104.0900
sh0048,9.3572,3.9599,43.1300
sh0049,6.0718,2.5698,27.8000
sh0050,4.4487,1.4524,22.0400
sh0051,40.8106,16.3514,77.9700
sh0052,93.1620,43.5724,233.9800
sh0053,10.3770,4.3750,20.9900
sh0054,7.5645,2.8779,22.1939
sh0055,11.1425,2.2200,62.9000
sh0056,4.3016,0.3800,250.0000
sh0057,25.2284,7.6493,96.8000
sh0058,60.8241,28.7757,127.6151
sh0059,21.6163,13.0717,55.1844
sh0060,5.7787,2.5694,19.1400
sh0061,10.6871,4.7500,32.7600
sh0062,27.3424,9.9900,93.8200
sh0063,14.1141,6.0000,76.0500
sh0064,10.9543,2.7252,54.6100
sh0065,11.5579,3.5000,62.2600
sh0066,17.4937,5.2500,92.8700
sh0067,3.7736,0.7262,25.0000
sh0068,9.5895,3.6310,59.4800
sh0069,13.2748,4.7555,66.4300
sh0070,9.9169,4.9900,39.4900
sh0071,4.0346,1.3141,17.9500
sh0073,17.4578,5.8096,84.1700
sh0074,3.6862,0.7813,25.0000
sh0075,4.4501,1.7827,22.6600
sh0076,11.5959,3.7500,45.0000
sh0077,6.1042,2.5417,35.0000
sh0078,3.7900,1.1500,19.4100
sh0079,5.5433,2.0439,26.9000
sh0080,16.2967,7.6743,49.0200
sh0081,4.4748,1.9900,16.3500
sh0082,14.0232,6.4870,49.0400
sh0084,68.8059,44.9122,136.1939
sh0085,29.8547,3.6795,200.0000
sh0086,5.4540,2.4540,30.0000
sh0087,10.9260,3.3929,57.9100
sh0088,6.7703,0.9900,27.4500
sh0089,5.3076,0.7262,27.6900
sh0090,14.8005,7.0000,55.7800
sh0091,6.9806,3.3291,29.6300
